"x"
5792.69424588998
5811.56965270825
5827.38943128355
5838.45790286959
5850.11459857064
5866.44406369779
5885.42101908141
5903.9765721517
5921.41534158885
5936.63165447394
5950.69557264635
5965.55326410483
5981.95446270538
5999.00686965854
6016.1470602101
6032.59391169567
6048.30364455795
6063.73489770324
6079.52861456024
6095.68845622169
6112.15820316557
6128.59286685292
6144.83127045438
6160.82333468157
6176.77884554634
6192.76682249679
6208.89233563868
6225.09132709765
6241.32248301819
6257.49338041859
